   0.0000000e+00  -6.7858763e-01
   1.0101010e-01   3.9688668e-01
   2.0202020e-01   1.3233288e+00
   3.0303030e-01   1.4019707e+00
   4.0404040e-01   2.2785101e+00
   5.0505051e-01   2.4915050e+00
   6.0606061e-01   3.9920830e+00
   7.0707071e-01   4.1736226e+00
   8.0808081e-01   4.2493178e+00
   9.0909091e-01   4.8310717e+00
   1.0101010e+00   5.3389510e+00
   1.1111111e+00   5.3141240e+00
   1.2121212e+00   6.3659336e+00
   1.3131313e+00   6.8087853e+00
   1.4141414e+00   7.4474112e+00
   1.5151515e+00   7.5858278e+00
   1.6161616e+00   8.3092686e+00
   1.7171717e+00   8.0883222e+00
   1.8181818e+00   8.9944675e+00
   1.9191919e+00   1.0778141e+01
   2.0202020e+00   1.0458876e+01
   2.1212121e+00   1.0930073e+01
   2.2222222e+00   1.1761247e+01
   2.3232323e+00   1.1840863e+01
   2.4242424e+00   1.2292307e+01
   2.5252525e+00   1.2880514e+01
   2.6262626e+00   1.3991993e+01
   2.7272727e+00   1.4043751e+01
   2.8282828e+00   1.4991837e+01
   2.9292929e+00   1.5945829e+01
   3.0303030e+00   1.5462726e+01
   3.1313131e+00   1.6491532e+01
   3.2323232e+00   1.6846504e+01
   3.3333333e+00   1.6979487e+01
   3.4343434e+00   1.8154615e+01
   3.5353535e+00   1.8618513e+01
   3.6363636e+00   1.8890620e+01
   3.7373737e+00   2.0684814e+01
   3.8383838e+00   2.0077189e+01
   3.9393939e+00   2.0626385e+01
   4.0404040e+00   2.1341779e+01
   4.1414141e+00   2.1759130e+01
   4.2424242e+00   2.2247278e+01
   4.3434343e+00   2.2994625e+01
   4.4444444e+00   2.4175753e+01
   4.5454545e+00   2.3668919e+01
   4.6464646e+00   2.4489804e+01
   4.7474747e+00   2.3718046e+01
   4.8484848e+00   2.5705013e+01
   4.9494949e+00   2.5522524e+01
   5.0505051e+00   2.7289324e+01
   5.1515152e+00   2.7130640e+01
   5.2525253e+00   2.6823586e+01
   5.3535354e+00   2.7618782e+01
   5.4545455e+00   2.7722028e+01
   5.5555556e+00   2.9076470e+01
   5.6565657e+00   2.9485493e+01
   5.7575758e+00   3.0351465e+01
   5.8585859e+00   3.0057822e+01
   5.9595960e+00   3.0717151e+01
   6.0606061e+00   3.2197202e+01
   6.1616162e+00   3.1644846e+01
   6.2626263e+00   3.2407003e+01
   6.3636364e+00   3.2416954e+01
   6.4646465e+00   3.3796603e+01
   6.5656566e+00   3.3914536e+01
   6.6666667e+00   3.5649115e+01
   6.7676768e+00   3.5216122e+01
   6.8686869e+00   3.5642612e+01
   6.9696970e+00   3.5873722e+01
   7.0707071e+00   3.7282000e+01
   7.1717172e+00   3.7801304e+01
   7.2727273e+00   3.8511629e+01
   7.3737374e+00   3.8116717e+01
   7.4747475e+00   3.8724865e+01
   7.5757576e+00   3.9417399e+01
   7.6767677e+00   4.0414854e+01
   7.7777778e+00   4.1559736e+01
   7.8787879e+00   4.1215568e+01
   7.9797980e+00   4.1661212e+01
   8.0808081e+00   4.2141728e+01
   8.1818182e+00   4.3298261e+01
   8.2828283e+00   4.3097676e+01
   8.3838384e+00   4.3645911e+01
   8.4848485e+00   4.3910775e+01
   8.5858586e+00   4.4421053e+01
   8.6868687e+00   4.4912057e+01
   8.7878788e+00   4.6511610e+01
   8.8888889e+00   4.5877733e+01
   8.9898990e+00   4.6306538e+01
   9.0909091e+00   4.7961269e+01
   9.1919192e+00   4.8131756e+01
   9.2929293e+00   4.7690232e+01
   9.3939394e+00   4.8122352e+01
   9.4949495e+00   4.9244551e+01
   9.5959596e+00   4.8850118e+01
   9.6969697e+00   5.0640241e+01
   9.7979798e+00   5.1297820e+01
   9.8989899e+00   5.1683594e+01
   1.0000000e+01   5.2401553e+01
