   0.0000000e+00   1.8572004e-01
   1.0101010e-01   3.2136630e-01
   2.0202020e-01   8.5543468e-01
   3.0303030e-01   1.0252404e+00
   4.0404040e-01   3.0670064e+00
   5.0505051e-01   3.1566863e+00
   6.0606061e-01   2.3115292e+00
   7.0707071e-01   3.7746897e+00
   8.0808081e-01   4.4587910e+00
   9.0909091e-01   4.6206247e+00
   1.0101010e+00   5.8146373e+00
   1.1111111e+00   5.8711496e+00
   1.2121212e+00   6.6179102e+00
   1.3131313e+00   6.9084467e+00
   1.4141414e+00   7.1379116e+00
   1.5151515e+00   7.9660002e+00
   1.6161616e+00   8.6055708e+00
   1.7171717e+00   8.5698449e+00
   1.8181818e+00   9.8655211e+00
   1.9191919e+00   9.3233661e+00
   2.0202020e+00   1.1601341e+01
   2.1212121e+00   1.1150778e+01
   2.2222222e+00   1.2017820e+01
   2.3232323e+00   1.2590700e+01
   2.4242424e+00   1.3065488e+01
   2.5252525e+00   1.2767243e+01
   2.6262626e+00   1.4388963e+01
   2.7272727e+00   1.4264479e+01
   2.8282828e+00   1.4755502e+01
   2.9292929e+00   1.4994853e+01
   3.0303030e+00   1.6460366e+01
   3.1313131e+00   1.7594461e+01
   3.2323232e+00   1.7307424e+01
   3.3333333e+00   1.7394499e+01
   3.4343434e+00   1.8136315e+01
   3.5353535e+00   1.8963168e+01
   3.6363636e+00   1.9033900e+01
   3.7373737e+00   1.9257363e+01
   3.8383838e+00   1.9108135e+01
   3.9393939e+00   2.0455668e+01
   4.0404040e+00   2.1238371e+01
   4.1414141e+00   2.1816689e+01
   4.2424242e+00   2.2613188e+01
   4.3434343e+00   2.1539842e+01
   4.4444444e+00   2.3366876e+01
   4.5454545e+00   2.4042262e+01
   4.6464646e+00   2.5135031e+01
   4.7474747e+00   2.4682948e+01
   4.8484848e+00   2.5030873e+01
   4.9494949e+00   2.6213424e+01
   5.0505051e+00   2.6704057e+01
   5.1515152e+00   2.7275396e+01
   5.2525253e+00   2.7801628e+01
   5.3535354e+00   2.7840500e+01
   5.4545455e+00   2.8566032e+01
   5.5555556e+00   2.9381146e+01
   5.6565657e+00   2.9159228e+01
   5.7575758e+00   3.0027763e+01
   5.8585859e+00   3.0337456e+01
   5.9595960e+00   3.1724424e+01
   6.0606061e+00   3.1600593e+01
   6.1616162e+00   3.2924921e+01
   6.2626263e+00   3.1815068e+01
   6.3636364e+00   3.2660361e+01
   6.4646465e+00   3.3242215e+01
   6.5656566e+00   3.3955275e+01
   6.6666667e+00   3.5411701e+01
   6.7676768e+00   3.6081960e+01
   6.8686869e+00   3.6122319e+01
   6.9696970e+00   3.5903241e+01
   7.0707071e+00   3.7402244e+01
   7.1717172e+00   3.7076611e+01
   7.2727273e+00   3.8002878e+01
   7.3737374e+00   3.8561784e+01
   7.4747475e+00   3.9221936e+01
   7.5757576e+00   3.9452946e+01
   7.6767677e+00   4.0005271e+01
   7.7777778e+00   4.0697525e+01
   7.8787879e+00   4.0619091e+01
   7.9797980e+00   4.1300700e+01
   8.0808081e+00   4.2713518e+01
   8.1818182e+00   4.2883946e+01
   8.2828283e+00   4.2811389e+01
   8.3838384e+00   4.3710052e+01
   8.4848485e+00   4.3838936e+01
   8.5858586e+00   4.4739280e+01
   8.6868687e+00   4.5872923e+01
   8.7878788e+00   4.5362019e+01
   8.8888889e+00   4.6425029e+01
   8.9898990e+00   4.7716029e+01
   9.0909091e+00   4.7019714e+01
   9.1919192e+00   4.8163292e+01
   9.2929293e+00   4.8675592e+01
   9.3939394e+00   4.9156412e+01
   9.4949495e+00   4.9846847e+01
   9.5959596e+00   5.0340556e+01
   9.6969697e+00   5.0401927e+01
   9.7979798e+00   5.0736113e+01
   9.8989899e+00   5.1620808e+01
   1.0000000e+01   5.2445491e+01
